Screen-Size,RAM,Price,Brand,Processor,GPU,GPU-Type,Resolution,Condition
15.6,32,455.0,HP,Intel Core i7 8th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,8,349.99,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,8,224.95,Dell,Intel Core i5 8th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.3,16,150.0,Lenovo,Intel Core i7 8th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,Open box
14.0,16,377.97,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,32,919.99,Lenovo,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Very Good - Refurbished
14.0,8,449.96,Lenovo,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,377.64,Acer,Intel Core i5 10th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,Open box
14.0,8,240.0,Lenovo,Intel Core i5 5th Gen.,Intel HD 520,Integrated Graphics,1920 x 1080,Good - Refurbished
16.0,32,653.95,Dell,Intel Core i9 13th Gen.,NVIDIA GeForce RTX 4070,Dedicated Graphics,2560 x 1600,Excellent - Refurbished
15.6,8,323.31,Asus,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,914.26,Acer,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,612.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,230.0,Dell,Intel Core i5 7th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Good - Refurbished
13.3,16,324.99,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
16.0,16,725.0,LG,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,New
15.6,16,449.0,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.0,8,425.99,Lenovo,Intel Core i7 8th Gen.,NVIDIA Quadro P2000,Dedicated Graphics,3840 x 2160,Good - Refurbished
12.5,8,198.0,Lenovo,Intel Core i5 4th Gen.,Intel HD Graphics,Integrated Graphics,1366 x 768,Good - Refurbished
12.5,16,225.0,HP,Intel Core i5 4th Gen.,Intel HD Graphics,Integrated Graphics,1024 x 768,Good - Refurbished
15.6,16,870.0,MSI,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4050,Dedicated Graphics,1920 x 1080,New
14.0,16,319.99,Lenovo,Intel Core i7 8th Gen.,Microsoft Basic Display Adapter,Integrated Graphics,2560 x 1440,Very Good - Refurbished
13.3,8,599.99,HP,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
16.0,16,999.0,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
15.6,16,869.99,Asus,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,New
14.0,8,439.0,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,4,294.99,Acer,Intel Core i3 11th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Open box
13.3,8,260.95,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
12.4,8,469.99,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1536 x 1024,New
15.6,64,358.0,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,344.99,Lenovo,Intel Core i5 12th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Excellent - Refurbished
13.3,8,579.99,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
13.0,16,479.99,Lenovo,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1200,Good - Refurbished
14.0,16,728.83,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,724.99,Acer,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3060,Dedicated Graphics,1024 x 768,Open box
15.6,8,387.59,HP,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
12.0,8,345.0,Microsoft,Intel Core i7 4th Gen.,Intel HD Graphics,Integrated Graphics,2160 x 1440,Open box
12.4,8,805.98,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1536 x 1024,Open box
15.6,8,527.22,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,4,329.99,Dell,Intel Core i3 11th Gen.,Intel UHD Graphics,Dedicated Graphics,1366 x 768,Open box
15.0,16,658.99,Dell,Intel Core i7 12th Gen.,NVIDIA T600 Laptop GPU,Dedicated Graphics,1920 x 1080,Good - Refurbished
13.3,32,624.99,HP,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
13.3,16,469.0,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
13.0,16,980.49,Microsoft,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2880 x 1920,Open box
16.0,16,289.49,Samsung,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4050,Dedicated Graphics,2880 x 1800,New
14.0,8,419.99,HP,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
15.6,16,649.49,Lenovo,Intel Core i5 13th Gen.,NVIDIA GeForce RTX 2050,Dedicated Graphics,1920 x 1080,New
15.6,16,540.0,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,32,424.95,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
12.3,4,520.0,Microsoft,Intel Core i3 11th Gen.,Intel (R) UDH Graphics,Integrated Graphics,2736 x 1824,New
12.0,16,601.79,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1280,Excellent - Refurbished
17.3,32,829.0,Acer,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
12.5,8,289.0,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1366 x 768,New
13.4,8,539.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,3456 x 2160,Very Good - Refurbished
14.0,8,475.0,Dell,AMD Ryzen 5 5000 Series,AMD Radeon Graphics,Integrated Graphics,1920 x 1200,New
14.0,8,699.99,HP,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,New
15.6,8,326.75,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,8,349.99,MSI,Intel Core i3 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,344.99,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.0,8,230.0,HP,Intel Core i5 4th Gen.,Intel HD Graphics 5500,Integrated Graphics,1366 x 768,Good - Refurbished
14.0,16,724.0,Acer,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
13.0,32,815.99,Microsoft,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,2256 x 1504,Very Good - Refurbished
16.0,16,65.71,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
14.0,16,719.99,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
13.3,16,409.94,Lenovo,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,32,954.99,HP,Intel Core i7 12th Gen.,Intel(R) UHD Graphics,Integrated Graphics,1920 x 1200,Very Good - Refurbished
14.0,16,799.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,574.99,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
13.3,16,695.99,Asus,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.0,16,959.95,Microsoft,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2496 x 1664,Open box
14.0,16,274.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.6,64,699.0,Dell,Intel Core i7 10th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Open box
15.6,16,899.99,Asus,Intel Core i7 10th Gen.,NVIDIA GeForce RTX 2070,Dedicated Graphics,1920 x 1080,New
14.0,8,161.95,Dell,Intel Core i5 4th Gen.,Intel HD Graphics,Integrated Graphics,1366 x 768,Good - Refurbished
13.3,16,599.0,Dell,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.3,16,49.99,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Excellent - Refurbished
15.6,4,527.89,Lenovo,Intel Core i3 8th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,224.95,Dell,Intel Core i5 8th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,349.85,HP,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,New
16.0,8,419.99,Lenovo,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,2560 x 1600,Very Good - Refurbished
14.0,8,349.99,Lenovo,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1200,Open box
15.6,8,275.0,HP,Intel Core i3 4th Gen.,Intel HD Graphics 4600,Integrated Graphics,1024 x 768,Good - Refurbished
13.3,8,389.99,HP,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
15.6,16,465.0,HP,Intel Core i7 7th Gen.,AMD Radeon Pro WX 3100,Integrated Graphics,1920 x 1080,Good - Refurbished
17.3,16,332.1,HP,Intel Core i7 4th Gen.,Intel HD Graphics 4600 && Nvidia Quadro K3100,Dedicated Graphics,1920 x 1080,Good - Refurbished
17.0,32,675.0,Dell,Intel Core i7 4th Gen.,Intel HD Graphics,Dedicated Graphics,1920 x 1080,Good - Refurbished
14.0,16,999.0,Lenovo,Intel Core i7 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1200,New
11.6,16,381.99,Dell,Intel Core i5 7th Gen.,Intel(R) HD Graphics 620,Integrated Graphics,1920 x 1080,Good - Refurbished
16.0,16,799.99,Asus,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,3840 x 2400,Open box
15.6,32,495.0,HP,Intel Core i7 7th Gen.,AMD Radeon Pro WX 3100,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,8,320.0,Lenovo,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,402.77,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,8,592.62,Dell,Intel Core i5 10th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
17.3,8,340.0,Asus,Intel Core i5 12th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Open box
15.6,16,386.96,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,Very Good - Refurbished
14.0,16,325.99,Dell,Intel Core i5 10th Gen.,Intel(R) UHD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
17.0,16,445.0,HP,Intel Core i7 4th Gen.,NVidia Quadro K3100m 4GB,Dedicated Graphics,1920 x 1080,Good - Refurbished
13.3,16,889.99,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,8,251.95,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,4,170.0,Dell,Intel Core i5 4th Gen.,Intel Graphics Family,Integrated Graphics,1024 x 768,Good - Refurbished
15.6,16,299.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,16,499.99,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,250.0,HP,Intel Core i5 8th Gen.,Intel HD 620,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,16,499.99,Dell,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,64,249.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
17.0,16,744.99,Dell,Intel Core i7 7th Gen.,NVIDIA GeForce GTX 1080,Dedicated Graphics,2560 x 1440,Very Good - Refurbished
14.0,16,999.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
12.0,4,159.99,Microsoft,Intel Core i5 4th Gen.,Intel HD Graphics,Integrated Graphics,2160 x 1440,Open box
15.6,16,575.99,Asus,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,32,516.06,Dell,Intel Core i5 11th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,New
15.6,16,349.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,8,429.95,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,454.33,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,579.0,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.3,8,159.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1024 x 768,Good - Refurbished
15.6,4,349.47,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,450.0,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1024 x 768,Good - Refurbished
14.0,16,499.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,32,599.99,Dell,Intel Core i5 10th Gen.,NVIDIA Quadro T2000 4GB GDDR6,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
13.3,8,299.99,Samsung,Intel Core i5 11th Gen.,Intel UHD Graphics,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
14.0,16,299.0,HP,Intel Core i7 4th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.6,32,475.0,HP,Intel Core i7 7th Gen.,AMD Radeon Pro WX 3100,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,4,364.99,HP,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,New
15.6,16,850.0,HP,Intel Core i7 10th Gen.,NVIDIA GeForce RTX 3070,Dedicated Graphics,1920 x 1080,Open box
13.3,16,229.99,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
14.0,16,949.0,Dell,Intel Core i7 12th Gen.,NVIDIA RTX A1000,Dedicated Graphics,1920 x 1200,Open box
14.0,16,499.99,Lenovo,Intel Core i7 10th Gen.,Intel UHD Graphics,Dedicated Graphics,3840 x 2160,Very Good - Refurbished
14.0,8,589.0,Lenovo,Intel Core i5 13th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1200,New
15.6,4,259.98,Lenovo,Intel Core i3 10th Gen.,Intel UHD Graphics G1,Integrated Graphics,1366 x 768,Open box
14.0,16,315.0,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1024 x 768,Good - Refurbished
13.5,16,779.99,Microsoft,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,2256 x 1504,Excellent - Refurbished
15.6,8,643.99,MSI,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,New
15.6,8,648.88,Acer,Intel Core i5 10th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,Open box
15.6,16,513.0,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,791.61,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,8,920.98,Dell,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1366 x 768,New
13.3,16,242.95,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.3,16,649.45,HP,Intel Core i5 12th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
15.6,16,999.99,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1440,New
15.6,8,699.99,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,480.0,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1024 x 768,New
16.0,16,899.99,Lenovo,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Open box
15.6,16,729.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,4,195.99,HP,Intel Core i5 4th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Open box
13.3,8,292.46,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,427.82,Dell,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,733.99,HP,Intel Core i7 12th Gen.,NVIDIA T550 Laptop GPU,Dedicated Graphics,1920 x 1200,Good - Refurbished
15.6,8,304.99,Lenovo,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
16.0,16,652.99,Lenovo,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1200,Very Good - Refurbished
15.6,8,699.99,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Dedicated Graphics,1920 x 1080,Open box
14.0,8,379.95,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.1,8,242.1,Lenovo,Intel Core i7 5th Gen.,Intel HD Graphics 5500,Integrated Graphics,1600 x 900,Very Good - Refurbished
14.0,8,199.0,Dell,Intel Core i5 5th Gen.,Intel HD Graphics 5500,Integrated Graphics,1920 x 1080,Good - Refurbished
12.3,16,529.99,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2736 x 1824,Open box
15.6,32,49.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
17.3,16,999.99,Dell,Intel Core i7 13th Gen.,NVIDIA RTX A1000 6GB GDDR6,Dedicated Graphics,1920 x 1200,Excellent - Refurbished
15.0,16,554.99,Dell,Intel Core i5 12th Gen.,Intel(R) UHD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,16,345.0,HP,Intel Core i5 6th Gen.,Intel HD 520,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,16,427.99,Dell,Intel Core i5 11th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
14.0,16,161.98,Asus,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,32,795.0,Dell,Intel Core i7 8th Gen.,Nvidia Quadro P2000 w/4GB GDDR5,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.6,8,292.46,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,16,200.0,HP,Intel Core i5 8th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,400.0,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,8,599.99,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,899.0,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,299.0,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,32,239.99,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.0,16,316.99,Lenovo,Intel Core i3 11th Gen.,Intel(R) UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,32,839.99,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
14.0,32,399.99,Lenovo,Intel Core i7 7th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,64,719.1,HP,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,700.0,Asus,Intel Core i7 10th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,Open box
15.6,16,319.99,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1024 x 768,Very Good - Refurbished
13.3,8,374.99,HP,Intel Core i5 10th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Open box
14.0,16,889.99,HP,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
14.0,8,339.0,Acer,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
13.0,8,185.0,Dell,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1366 x 768,Good - Refurbished
14.0,8,292.46,Lenovo,Intel Core i5 8th Gen.,AMD Radeon 540X,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
16.0,16,903.99,Dell,Intel Core i7 13th Gen.,NVIDIA GeForce MX550,Dedicated Graphics,3840 x 2400,Good - Refurbished
13.3,16,457.35,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,569.95,MSI,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 2050,Dedicated Graphics,1920 x 1080,New
15.6,8,305.99,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,937.99,MSI,Intel Core i7 10th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,Open box
14.0,16,499.0,HP,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,610.84,HP,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,349.99,HP,Intel Core i5 10th Gen.,Intel® UHD Graphics for 10th Gen Intel® Processors,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,8,219.99,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Dedicated Graphics,1920 x 1080,Good - Refurbished
14.0,8,251.95,Dell,Intel Core i5 8th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,412.66,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,999.99,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,16,290.0,Lenovo,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1200,Open box
12.4,8,469.0,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1536 x 1024,New
15.6,16,949.8,HP,Intel Core i7 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Excellent - Refurbished
13.3,16,647.66,Lenovo,Intel Core i5 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Excellent - Refurbished
14.0,16,249.99,Lenovo,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,8,205.0,Lenovo,Intel Core i3 4th Gen.,Intel HD Graphics 5500,Integrated Graphics,1366 x 768,Good - Refurbished
14.0,16,898.99,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
17.3,16,549.99,Dell,Intel Core i7 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
15.6,16,869.99,HP,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,579.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,239.99,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,32,691.99,Dell,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.3,32,384.46,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,16,265.0,Dell,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1366 x 768,Good - Refurbished
17.0,16,419.99,LG,Intel Core i7 10th Gen.,Intel Iris Plus Graphics G7,Integrated Graphics,2560 x 1600,Very Good - Refurbished
17.3,32,999.0,Dell,Intel Core i7 10th Gen.,NVIDIA Quadro RTX 5000,Dedicated Graphics,1024 x 768,Very Good - Refurbished
15.6,32,909.99,Lenovo,Intel Core i7 11th Gen.,NVIDIA RTX A2000,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
15.6,16,599.0,Lenovo,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,Open box
